id,video,rallies,reason
U0590,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G25 11⧸16 15_00 桃園雲豹飛將 vs 台鋼天鷹_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0591,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0592,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set3,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0593,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set4,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0594,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G27 11⧸22 15_00 桃園雲豹飛將 vs 台中連莊_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0595,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G27 11⧸22 15_00 桃園雲豹飛將 vs 台中連莊_set3,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0596,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G28 11⧸22 18_30 臺北伊斯特 vs 台鋼天鷹_set2,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0597,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G28 11⧸22 18_30 臺北伊斯特 vs 台鋼天鷹_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0598,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G28 11⧸22 18_30 臺北伊斯特 vs 台鋼天鷹_set4,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0599,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G29 11⧸23 15_00 臺北伊斯特 vs 台中連莊_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0600,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G29 11⧸23 15_00 臺北伊斯特 vs 台中連莊_set3,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0601,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G30 11⧸23 18_30 桃園雲豹飛將 vs 台鋼天鷹_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0602,【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G30 11⧸23 18_30 桃園雲豹飛將 vs 台鋼天鷹_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0603,忠孝街大戲院 對 MK叭叭靈 第一局,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0604,忠孝街大戲院 對 MK叭叭靈 第二局,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0605,忠孝街大戲院 對 澎康 第一局,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0606,忠孝街大戲院 對 澎康 第二局,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
