video,rally_id,start,end,kind,status,detail,id
ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set1,41,1114.6,1120.933,score 不在最後,調整後仍存在,"事件序列：serve@1115.600s, receive@1116.767s, set@1118.333s, spike@1119.600s, score@1119.933s, receive@1120.267s, receive@1120.733s；既有人工紀錄：觸網（本次未重看影片）",Q0317
ᴴᴰ114UVL預賽：：中山大學vs清華大學：：男一級 大專排球聯賽 AI網路直播_set1,41,1114.6,1120.933,調整後移出 span 的動作,需複查；action 標註保留,receive@1122.533s,Q0318
ᴴᴰ114UVL預賽：：國北教大vs嘉義大學：：男一級 大專排球聯賽 AI網路直播_set1,1,32.8,39.1,score 不在最後,調整後仍存在,"事件序列：serve@33.800s, receive@35.000s, set@36.367s, spike@37.200s, score@38.100s, set@38.833s；既有人工紀錄：落地後（本次未重看影片）",Q0319
ᴴᴰ114UVL預賽：：臺灣師大vs中山大學：：男一級 大專排球聯賽 AI網路直播_set1,3,49.567,60.2,score 不在最後,調整後仍存在,"事件序列：serve@50.567s, receive@51.600s, set@54.433s, receive@56.400s, set@57.700s, spike@58.733s, score@59.200s, receive@59.333s；既有人工紀錄：觸網（本次未重看影片）",Q0320
ᴴᴰ114UVL預賽：：臺灣師大vs中山大學：：男一級 大專排球聯賽 AI網路直播_set1,23,554.3,562.7,score 不在最後,調整後仍存在,"事件序列：serve@555.300s, receive@556.067s, set@557.433s, spike@557.800s, block@557.833s, receive@558.367s, set@560.200s, spike@561.533s, score@561.700s, receive@562.000s；既有人工紀錄：觸網（本次未重看影片）",Q0321
ᴴᴰ114UVL預賽：：臺灣師大vs中山大學：：男一級 大專排球聯賽 AI網路直播_set1,23,554.3,562.7,調整後移出 span 的動作,需複查；action 標註保留,spike@563.633s,Q0322
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G21 11⧸9 15_00 桃園雲豹飛將 vs 臺中連莊_set1,39,1166.283,1201.433,score 不在最後,調整後仍存在,"事件序列：serve@1167.283s, receive@1167.883s, set@1169.602s, spike@1170.853s, receive@1171.337s, receive@1173.239s, set@1174.907s, spike@1175.941s, block@1176.058s, receive@1176.375s, receive@1177.126s, spike@1178.277s, receive@1179.228s, set@1180.813s, spike@1181.747s, receive@1182.148s, receive@1183.099s, spike@1184.884s, receive@1185.301s, set@1186.752s, spike@1188.220s, receive@1189.121s, set@1190.589s, spike@1191.674s, receive@1192.024s, set@1194.043s, receive@1196.328s, receive@1197.329s, set@1198.964s, spike@1200.282s, score@1200.433s, receive@1201.083s",Q0323
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G23 11⧸15 15_00 臺中連莊 vs 台鋼天鷹_set1,24,672.606,687.419,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@673.606s, receive@674.374s, set@676.476s, spike@677.460s, receive@677.794s, set@679.913s, spike@681.831s, receive@683.032s, set@684.851s, spike@685.685s, receive@686.052s, score@686.419s, receive@688.471s",Q0324
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G23 11⧸15 15_00 臺中連莊 vs 台鋼天鷹_set1,24,672.606,687.419,調整後移出 span 的動作,需複查；action 標註保留,receive@688.471s,Q0325
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set1,1,0.0,11.744,start 小於 0,調整後未出現；原始問題保留供複查,start=-1.050s,Q0326
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set1,1,0.0,11.744,影片頭尾不足 1 秒,已截在影片範圍,start 無法留滿 1 秒；duration=1561.054s,Q0327
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set1,9,260.328,266.132,score 不在最後,調整後仍存在,"事件序列：serve@261.328s, receive@262.262s, set@263.597s, spike@264.631s, score@265.132s, receive@265.332s",Q0328
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set1,24,661.545,669.701,多個 score,調整後仍存在,"2 個：667.267s, 668.701s",Q0329
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set1,25,701.235,709.741,score 不在最後,調整後仍存在,"事件序列：serve@702.235s, receive@703.069s, set@704.370s, spike@705.538s, block@705.605s, receive@706.973s, score@708.741s, set@708.741s, spike@709.142s, block@709.192s",Q0330
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G24 11⧸15 18_30 桃園雲豹飛將 vs 臺北伊斯特_set1,45,1454.187,1470.001,score 不在最後,調整後仍存在,"事件序列：serve@1455.187s, receive@1456.088s, set@1457.923s, spike@1459.525s, block@1459.591s, receive@1460.592s, set@1462.094s, spike@1463.729s, block@1463.862s, receive@1464.964s, set@1466.765s, spike@1468.417s, score@1469.001s, receive@1469.335s",Q0331
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G25 11⧸16 15_00 桃園雲豹飛將 vs 台鋼天鷹_set1,17,489.8,498.48,缺少 serve,調整後仍存在,span 內沒有 serve；既有人工紀錄：導播問題（本次未重看影片）,Q0332
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set1,17,561.228,567.266,score 不在最後,調整後仍存在,"事件序列：serve@562.228s, receive@563.329s, set@564.731s, spike@565.799s, block@565.865s, score@566.266s, receive@566.800s",Q0333
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set1,17,561.228,567.266,調整後移出 span 的動作,需複查；action 標註保留,receive@568.768s,Q0334
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set1,35,1235.318,1241.506,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@1236.318s, receive@1237.436s, set@1238.637s, spike@1239.805s, score@1240.506s, receive@1241.507s",Q0335
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set1,35,1235.318,1241.506,調整後移出 span 的動作,需複查；action 標註保留,receive@1241.507s,Q0336
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G26 11⧸16 18_30 臺中連莊 vs 臺北伊斯特_set1,58,2172.004,2178.876,多個 score,調整後仍存在,"2 個：2176.725s, 2177.876s",Q0337
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G27 11⧸22 15_00 桃園雲豹飛將 vs 台中連莊_set1,35,1086.887,1090.989,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@1087.887s, receive@1089.221s, score@1089.989s, set@1091.123s",Q0338
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G27 11⧸22 15_00 桃園雲豹飛將 vs 台中連莊_set1,35,1086.887,1090.989,調整後移出 span 的動作,需複查；action 標註保留,set@1091.123s,Q0339
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G29 11⧸23 15_00 臺北伊斯特 vs 台中連莊_set1,18,591.776,597.746,score 不在最後,調整後仍存在,"事件序列：serve@592.776s, receive@593.409s, set@595.528s, spike@596.713s, score@596.746s, block@596.813s, receive@597.380s",Q0340
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G30 11⧸23 18_30 桃園雲豹飛將 vs 台鋼天鷹_set1,36,1489.122,1495.994,score 不在最後,調整後未出現；原始問題保留供複查,"事件序列：serve@1490.122s, receive@1490.956s, spike@1492.508s, receive@1492.891s, score@1494.994s, receive@1496.128s",Q0341
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G30 11⧸23 18_30 桃園雲豹飛將 vs 台鋼天鷹_set1,36,1489.122,1495.994,調整後移出 span 的動作,需複查；action 標註保留,receive@1496.128s,Q0342
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G30 11⧸23 18_30 桃園雲豹飛將 vs 台鋼天鷹_set1,44,1857.557,1863.027,多個 score,調整後仍存在,"2 個：1860.926s, 1862.027s",Q0343
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G6 10⧸5 18_30 臺中連莊 vs 台鋼天鷹_set1,6,172.49,183.465,缺少 score,調整後仍存在,span 內沒有 score,Q0344
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G6 10⧸5 18_30 臺中連莊 vs 台鋼天鷹_set1,25,732.983,737.619,score 不在最後,調整後仍存在,"事件序列：serve@733.983s, receive@735.118s, set@736.569s, block@736.619s, score@736.619s, spike@737.220s",Q0345
【LIVE】𝗙𝗨𝗟𝗟 𝗠𝗔𝗧𝗖𝗛｜TPVL  2025-26 例行賽 G6 10⧸5 18_30 臺中連莊 vs 台鋼天鷹_set1,25,732.983,737.619,調整後移出 span 的動作,需複查；action 標註保留,receive@738.037s,Q0346
